county,per_capita_income,population_density,pop_without_a2i,urban_pop_density,rural_pop_density,gt_50_internet,median_dl_speed,median_ul_speed,upper_quartile_dl,upper_quartile_ul,lower_quartile_dl,lower_quartile_ul,party_won
arkansas_madison_county,19930.0,19.976,69.0,0.0,19.976,1,0.795895,0.38817999999999997,2.062015,0.6586900000000001,0.37158,0.218265,0.7250073724565025
arkansas_marion_county,17429.0,28.082,76.0,0.0,28.082,1,4.6593525,0.782205,5.848592499999999,1.60635,4.2343775,0.5986325,0.7557308722834177
arkansas_miller_county,20853.0,69.988,15.0,1272.83,29.949,1,6.002603333333333,0.8559966666666666,8.24284,1.21709,4.605143333333333,0.6223933333333334,0.7051514205432408
arkansas_mississippi_county,18732.0,49.606,24.0,1951.94,17.728,1,2.020265,0.6051225,2.8739375000000003,0.8301550000000001,1.5519125,0.52759,0.537745286648711
arkansas_monroe_county,17571.0,10.579,57.0,981.84,7.297,1,0.5361833333333333,0.8612666666666667,1.4676033333333336,1.0229866666666667,0.35625666666666667,0.6502133333333333,0.5061460592913956
arkansas_montgomery_county,18698.0,11.604,26.0,0.0,11.604,1,5.89564,0.21073,7.546763333333334,0.42672,0.74892,0.15634,0.7468795355587808
arkansas_nevada_county,18254.0,12.51,57.0,1323.47,8.549,1,0.810665,0.452145,1.282715,0.66943,0.374025,0.22019500000000003,0.6189297865759357
arkansas_newton_county,18127.0,9.368,90.0,0.0,9.368,1,2.0749500000000003,0.3335,2.466795,0.48778999999999995,0.82959,0.29102,0.7705708925221121
arkansas_ouachita_county,19358.0,32.181,34.0,882.182,18.196,1,0.99747,0.8369133333333331,2.323183333333333,0.8727199999999998,0.8701166666666668,0.7883533333333332,0.5411395607732011
arkansas_perry_county,22534.0,18.134,9.0,0.0,18.134,1,2.58472,0.6335550000000001,2.8608399999999996,0.8515649999999999,0.6835600000000001,0.592775,0.7070970804652267
arkansas_phillips_county,17848.0,26.994,21.0,1654.46,12.483,1,4.398875,0.6704399999999999,6.828355,0.67242,3.420565,0.665535,0.35436611546272123
arkansas_pike_county,18695.0,17.792,21.0,0.0,17.792,1,2.19824,0.55355,3.393653333333333,0.6442100000000001,1.3919266666666665,0.3752533333333334,0.7962588473205258
arkansas_poinsett_county,17110.0,31.356,47.0,1852.46,21.943,1,1.5621233333333333,0.9130900000000001,1.9934900000000002,1.67064,1.0975466666666667,0.2890633333333333,0.5960628430815824
arkansas_polk_county,19412.0,23.076,84.0,1108.06,17.039,1,2.5344533333333334,0.5054533333333333,3.1075866666666667,0.61892,2.2683933333333335,0.43272333333333335,0.8134466198743997
arkansas_pope_county,20465.0,80.942,13.0,1400.53,44.817,1,7.169561666666667,1.9906833333333331,9.487328333333334,2.746946666666666,6.027708333333334,1.860188333333333,0.7284288698073799
arkansas_prairie_county,18977.0,11.121,100.0,0.0,11.121,1,0.350585,0.304195,2.964355,0.56836,0.07657,0.106445,0.7353113983548766
arkansas_pulaski_county,27506.0,521.502,5.0,1955.69,82.772,1,8.945455,8.302248333333333,14.893018333333336,11.701176666666667,1.8966200000000002,1.18927,0.38789561777236764
arkansas_randolph_county,19528.0,26.638,43.0,1951.15,17.646,1,3.990020000000001,0.6227233333333334,4.748046666666666,0.9559433333333334,3.615273333333334,0.4187166666666667,0.7140820529067005
arkansas_st._francis_county,16076.0,41.432,38.0,2325.05,20.286,1,0.37109499999999995,0.29029000000000005,1.92605,0.49591999999999997,0.30856,0.22558500000000004,0.4310577441985969
arkansas_saline_county,26179.0,167.166,11.0,1309.56,64.788,1,3.4608579999999995,1.9804399999999998,6.269712,3.4962500000000007,1.1071479999999998,0.4135540000000001,0.689846260414462
arkansas_scott_county,18525.0,12.164,94.0,1271.31,8.536,0,1.11943,0.26514,1.46107,0.2666,0.74805,0.26366999999999996,0.7882001988730527
arkansas_searcy_county,17590.0,11.745,19.0,0.0,11.745,1,1.5022,0.50788,2.7668049999999997,0.674805,0.7158199999999999,0.17725,0.7990805840995132
arkansas_sebastian_county,23768.0,245.889,6.0,1882.36,55.293,1,6.454125,2.9524633333333337,11.314128333333334,5.634033333333334,4.894138333333333,2.4840633333333337,0.6604908510687145
arkansas_sevier_county,16266.0,31.411,13.0,1639.7,19.38,1,4.4510475,3.0199275,4.7749025,3.3952150000000008,3.7526775,2.6484075,0.7263670577817135
arkansas_sharp_county,16906.0,26.61,67.0,467.736,21.639,1,1.098145,0.530275,5.200195,0.76537,0.61865,0.29052500000000003,0.7517385257301809
arkansas_stone_county,19985.0,20.948,100.0,0.0,20.948,1,3.9648066666666666,0.48633,4.75521,0.5935966666666667,0.46391,0.25759,0.7383752487787226
arkansas_union_county,21911.0,37.745,29.0,1193.03,20.64,1,7.850684999999999,7.049565,13.818565,10.4324675,2.5191199999999996,3.7258999999999998,0.6243726282286693
arkansas_van_buren_county,18727.0,24.554,60.0,0.0,24.554,1,0.8291033333333333,0.33252000000000004,2.219726666666667,0.5970633333333334,0.4915333333333334,0.25162666666666667,0.7568555758683729
arkansas_washington_county,24018.0,239.104,7.0,2278.14,61.33,1,9.971518333333334,3.8945766666666675,17.543293333333335,6.974824999999998,5.029376666666667,1.9353999999999998,0.51716504804678
arkansas_white_county,22132.0,80.184,27.0,1269.35,44.563,1,1.954004,0.8911039999999998,3.192718,1.01283,1.426752,0.763212,0.7663837382973298
arkansas_woodruff_county,17296.0,9.639,100.0,0.0,9.639,1,2.12575,0.33143,3.2334000000000005,0.38037,0.967895,0.27515999999999996,0.5270588235294118
arkansas_yell_county,18170.0,24.277,35.0,1926.47,19.051,1,1.57613,0.7709020000000002,2.8849600000000004,0.874024,1.2158200000000001,0.7063240000000001,0.7199874784786352
